视频id,视频标题,视频作者,地区,时间,干净评论,segmented,情感得分,情感标签
7424785688056319244,10月12日东北雨姐虚假宣传被罚165万元 1个月掉粉近200万此前道歉视频已删东北雨姐带货橱窗已清空,九派新闻,山西,2024-10-14 18:45,5块的粉条子至于这样整人吗雨姐赞,"[('块', 'q'), ('粉条', 'n'), ('子', 'ng'), ('整人', 'n'), ('雨姐赞', 'nr')]",0.9011173919754746,积极
7425245815997828363,霸王别姬,薛之谦,山东,2024-10-13 22:18,我靠 好好听,"[(' ', 'x'), ('好好', 'd'), ('听', 'v')]",0.6305226450507164,积极
7425245815997828363,霸王别姬,薛之谦,重庆,2024-10-13 23:19,哥你自己唱一版吧流泪流泪流泪下一巡想听啊流泪流泪流泪好好听 宝宝唱得好好听流泪流泪流泪听哭了流泪流泪流泪薛之谦,"[('哥', 'n'), ('唱', 'v'), ('版', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('下一', 't'), ('巡想', 'v'), ('听', 'v'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('好好', 'd'), ('听', 'v'), (' ', 'x'), ('宝宝', 'nr'), ('唱', 'v'), ('好好', 'd'), ('听', 'v'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('听', 'v'), ('哭', 'v'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('薛之谦', 'nr')]",0.9999999999992415,积极
7425245815997828363,霸王别姬,薛之谦,湖北,2024-10-14 00:03,隔夜饭饭饭 好听流泪,"[('隔夜饭', 'l'), ('饭', 'n'), ('饭', 'n'), (' ', 'x'), ('好听', 'v'), ('流泪', 'n')]",0.49613450213075094,消极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,浙江,2024-10-13 15:01,讲一件事     在我姐农家乐里   新来的一个东北大叔     在门口弄大锅菜这些    因为不懂就叫我给他帮忙      本来呢   对东北人思想上是挺好的       但是这大叔     天天跟我爆粗口      然后哪天也没指挥他   就是跟他说事情应该怎么做       他不搭理我我也没说他更别说骂他     我自己把东西拿过来   结果他不乐意  他就感觉我在针对他一样   然后又在那说脏话      操操操的        我就问他一天天的操什么玩意     他立马就火大      本来干活的地方就有刀具这些     拿着砍骨刀就说要干死我      一只在那说什么他自己那么大年纪还要受我气    然后我姐他们跟他说     我们店开了十几年从来没说骂员工或者针对谁    包括我   也只是在忙的时候给他们帮忙     我姐说是我弟   然后他反应说我不知道是你弟       我自己也是跟他说   我一没骂你   二没说你   你拿着工资   我在这跟你帮忙      你不懂我跟你说   你还不听以为我在针对你     还拿刀要砍我          当时结工资给他放掉了,"[('讲', 'v'), ('一件', 'm'), ('事', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('姐', 'n'), ('农家乐', 'nr'), ('里', 'f'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('新来', 'v'), ('东北', 'ns'), ('大叔', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('门口', 's'), ('弄', 'v'), ('大锅菜', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('懂', 'v'), ('帮忙', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('本来', 't'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('东北', 'ns'), ('思想', 'n'), ('挺', 'd'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('大叔', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('天天', 't'), ('爆粗', 'n'), ('口', 'q'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('指挥', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('说', 'v'), ('事情', 'n'), ('做', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('搭理', 'v'), ('说', 'v'), ('骂', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('东西', 'ns'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('不乐意', 'i'), (' ', 'x'), (' ', 'x'), ('感觉', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('说', 'v'), ('脏话', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('操操', 'nr'), ('操', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('问', 'v'), ('一天天', 'm'), ('操', 'v'), ('玩意', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('火大', 'a'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('本来', 't'), ('干活', 'a'), ('地方', 'n'), ('刀具', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('砍', 'v'), ('骨', 'ng'), ('刀', 'n'), ('说', 'v'), ('干', 'v'), ('死', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('一只', 'm'), ('说', 'v'), ('年纪', 't'), ('受', 'v'), ('气', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('姐', 'n'), ('说', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('店', 'n'), ('开', 'v'), ('十几年', 'm'), ('说', 'v'), ('骂', 'v'), ('员工', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('包括', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('忙', 'v'), ('帮忙', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('姐', 'n'), ('说', 'v'), ('弟', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('说', 'v'), ('弟', 'n'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('说', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('我一', 'r'), ('骂', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('说', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('工资', 'vn'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('帮忙', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('懂', 'v'), ('说', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('听', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('刀', 'n'), ('砍', 'v'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), (' ', 'x'), ('结', 'n'), ('工资', 'vn'), ('放掉', 'v')]",1.3211653993039363e-13,消极
7421405814096727334,"星际迁移只是一个故事
但除此之外一定要谨慎
邓紫棋 邓紫棋IAMGLORIA世界巡回演唱会 邓紫棋演唱会 邓紫棋巡演日记",GEM鄧紫棋,陕西,2024-10-03 14:01,我大概是六号地球最后的一代人 这颗星球本来很美丽 结果还是逃不过崩坏的结局 下一次的星际迁移 已经在准备当中 但不是每个人都能被选上 有些人会被留在这里 自生自灭  到处都是战争 饥荒 好多人为了生存 别无选择 而我 也曾经差一点沦陷,"[('六号', 'm'), ('地球', 'n'), ('一代人', 'n'), (' ', 'x'), ('颗', 'q'), ('星球', 'n'), ('本来', 't'), ('美丽', 'ns'), (' ', 'x'), ('逃不过', 'v'), ('崩坏', 'v'), ('结局', 'n'), (' ', 'x'), ('星际', 'n'), ('迁移', 'v'), (' ', 'x'), (' ', 'x'), ('选上', 'v'), (' ', 'x'), ('人会', 'n'), ('留在', 'v'), (' ', 'x'), ('自生自灭', 'i'), (' ', 'x'), (' ', 'x'), ('战争', 'n'), (' ', 'x'), ('饥荒', 'n'), (' ', 'x'), ('好多', 'm'), ('生存', 'v'), (' ', 'x'), ('别无选择', 'l'), (' ', 'x'), (' ', 'x'), ('沦陷', 'v')]",0.999999960047447,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,河南,2024-10-01 15:41,杰哥yyds赞赞赞,"[('杰哥', 'nr'), ('yyds', 'eng'), ('赞赞', 'v'), ('赞', 'v')]",0.9989109087071122,积极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,天津,2024-10-12 16:00,我亲爱的爸爸也是兽医从18岁就开始学学了一辈子技术很好十里八乡远近闻名爸爸的账本有3大本全是赊账后面爸爸生病了有的村民特别好主动还钱有的去十趟都不给今天是爸爸去世的第4987天流泪,"[('亲爱', 'a'), ('爸爸', 'n'), ('兽医', 'n'), ('18', 'm'), ('岁', 'm'), ('学学', 'n'), ('一辈子', 'm'), ('技术', 'n'), ('十里八乡', 'i'), ('远近闻名', 'i'), ('爸爸', 'n'), ('账本', 'n'), ('大本', 'ns'), ('全是', 'n'), ('赊账', 'v'), ('爸爸', 'n'), ('生病', 'n'), ('了有', 'v'), ('村民', 'n'), ('特别', 'd'), ('主动', 'b'), ('钱', 'n'), ('十趟', 'm'), ('爸爸', 'n'), ('去世', 't'), ('4987', 'm'), ('天', 'n'), ('流泪', 'n')]",0.9999999640597124,积极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,云南,2024-10-12 18:30,表哥你这点赞我也先欠着等你什么时候500万粉丝了我再给你点赞你放心我不会欠你的捂脸捂脸捂脸,"[('表哥', 'n'), ('赞', 'v'), ('先', 'd'), ('欠', 'v'), ('500', 'm'), ('万', 'm'), ('粉丝', 'n'), ('点赞', 'v'), ('放心', 'v'), ('欠', 'v'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n'), ('捂', 'v'), ('脸', 'n')]",0.0043895135410766395,消极
7425245815997828363,霸王别姬,薛之谦,广东,2024-10-14 09:31,Z 好好听啊,"[('Z', 'x'), (' ', 'x'), ('好好', 'd'), ('听', 'v')]",0.6057380396198935,积极
7394850201397251339,来来来 聊天,孙燕姿,广东,2024-07-24 16:07,好久不见 冷门歌手看看看,"[('好久不见', 'l'), (' ', 'x'), ('冷门', 'n'), ('歌手', 'n')]",0.46242910978655394,消极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,四川,2024-10-14 11:17,不失礼貌的微笑 荣耀magicV3国货之光一部手机的变革体现了企业的用心和科研人员的心血愿荣耀推出更高科技含量的产品愿科祖国的科技改变生活世界n作为八零后的随着科技一同成长的电子产品爱好者追求者和还没有体验过折叠产品的我还是很希望能够亲身体验一把荣耀带来的科技感不失礼貌的微笑,"[('不失', 'v'), ('礼貌', 'n'), ('微笑', 'vn'), (' ', 'x'), ('荣耀', 'nr'), ('magicV3', 'eng'), ('国货', 'n'), ('一部', 'm'), ('手机', 'n'), ('变革', 'vn'), ('体现', 'v'), ('企业', 'n'), ('用心', 'n'), ('科研人员', 'n'), ('心血', 'n'), ('愿', 'v'), ('荣耀', 'nr'), ('推出', 'v'), ('高科技', 'nz'), ('含量', 'n'), ('产品', 'n'), ('愿', 'v'), ('科', 'n'), ('祖国', 'n'), ('科技', 'n'), ('改变', 'v'), ('生活', 'vn'), ('世界', 'n'), ('n', 'x'), ('科技', 'n'), ('一同', 'd'), ('成长', 'v'), ('电子产品', 'n'), ('爱好者', 'n'), ('追求者', 'n'), ('体验', 'n'), ('折叠', 'v'), ('产品', 'n'), ('希望', 'v'), ('体验', 'n'), ('一把', 'm'), ('荣耀', 'nr'), ('带来', 'v'), ('科技', 'n'), ('感', 'v'), ('不失', 'v'), ('礼貌', 'n'), ('微笑', 'vn')]",0.9999999999999998,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,陕西,2024-10-13 16:27,谢谢哈赞666666666支持红衣大哥,"[('谢谢', 'nr'), ('哈赞', 'nr'), ('666666666', 'm'), ('支持', 'v'), ('红衣', 'n'), ('大哥', 'n')]",0.942567128204388,积极
7408476801258769674,黑神话悟空  瑞幸咖啡X黑神话悟空合作TVC正式发布,黑神话悟空,河北,2024-10-07 23:26,出到60回卖我3280不好吗,"[('出到', 'v'), ('60', 'm'), ('回卖', 'v'), ('3280', 'm'), ('不好', 'd')]",0.03328250442487657,消极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,甘肃,2024-10-11 13:57,雷总为什么要让小米14Pro停产缺货微笑大学生在等15出14系列降价就买14Pro微笑好不容易等到15要出了你却让14Pro缺货买不到微笑雷总别逼我求你能不能让14Pro不要停产缺货我就喜欢14Pro,"[('雷总', 'nr'), ('小米', 'n'), ('14', 'm'), ('Pro', 'eng'), ('停产', 'v'), ('缺货', 'n'), ('微笑', 'vn'), ('大学生', 'n'), ('15', 'm'), ('14', 'm'), ('系列', 'q'), ('降价', 'n'), ('买', 'v'), ('14', 'm'), ('Pro', 'eng'), ('微笑', 'vn'), ('好不容易', 'l'), ('15', 'm'), ('要出', 'v'), ('14', 'm'), ('Pro', 'eng'), ('缺货', 'n'), ('买不到', 'v'), ('微笑', 'vn'), ('雷', 'n'), ('总别', 'd'), ('逼', 'v'), ('求', 'v'), ('14', 'm'), ('Pro', 'eng'), ('停产', 'v'), ('缺货', 'n'), ('喜欢', 'v'), ('14', 'm'), ('Pro', 'eng')]",0.9316235231803731,积极
7425134237650603274,发评论送福利又来三部折叠手机 红衣客厅 大咖观察 荣耀手机,红衣大叔周鸿祎,山东,2024-10-13 16:45,360祖国有你更安全赞赞赞赞,"[('360', 'm'), ('祖国', 'n'), ('赞赞', 'v'), ('赞赞', 'v')]",0.9999704497282906,积极
7425104623888895266,原神 芙宁娜生日快乐不如我让它们也给你做个造型如何,原神,江西,2024-10-13 12:05,芙芙好可爱色 芙宝生日快乐,"[('芙芙', 'nrt'), ('可爱', 'v'), ('色', 'ng'), (' ', 'x'), ('芙宝', 'nrt'), ('生日快乐', 'l')]",0.9988460633941957,积极
7425245815997828363,霸王别姬,薛之谦,湖北,2024-10-14 00:14,宝宝宝宝宝宝宝宝出一版吧流泪流泪流泪收到自己的专辑里 真的特别好听流泪流泪流泪流泪流泪流泪求求宝宝太好听了,"[('宝宝', 'nr'), ('宝宝', 'nr'), ('宝宝', 'nr'), ('宝宝', 'nr'), ('版', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('收到', 'v'), ('专辑', 'n'), ('里', 'f'), (' ', 'x'), ('真的', 'd'), ('特别', 'd'), ('好听', 'v'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('流泪', 'n'), ('求求', 'v'), ('宝宝', 'nr'), ('太', 'd'), ('好听', 'v')]",0.9999964385977462,积极
7425245815997828363,霸王别姬,薛之谦,四川,2024-10-14 07:49,你说 好听,"[('说', 'v'), (' ', 'x'), ('好听', 'v')]",0.22378476588594454,消极
7394850201397251339,来来来 聊天,孙燕姿,湖北,2024-07-24 15:22,照顾好自己呢 灵机一动 happy birthday 鼓掌 不刷手机用的ipad pro 呢 可怜,"[('照顾', 'v'), (' ', 'x'), ('灵机一动', 'i'), (' ', 'x'), ('happy', 'eng'), (' ', 'x'), ('birthday', 'eng'), (' ', 'x'), ('鼓掌', 'v'), (' ', 'x'), ('不刷', 'v'), ('手机', 'n'), ('ipad', 'eng'), (' ', 'x'), ('pro', 'eng'), (' ', 'x'), (' ', 'x'), ('可怜', 'v')]",0.6499944584967448,积极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,辽宁,2024-10-09 03:13,用小米手机玩临时重组器玩暗影岛格温buff拉满赞,"[('小米', 'n'), ('手机', 'n'), ('玩', 'v'), ('临时', 'b'), ('重组', 'vn'), ('器玩', 'n'), ('暗影', 'n'), ('岛格', 'n'), ('温', 'n'), ('buff', 'eng'), ('拉满赞', 'nr')]",0.9241776908270674,积极
7425245815997828363,霸王别姬,薛之谦,云南,2024-10-13 23:36,泓程 甘雨时降 爱喝养乐多 太好听了,"[('泓', 'q'), ('程', 'n'), (' ', 'x'), ('甘雨', 'nr'), ('时', 'ng'), ('降', 'v'), (' ', 'x'), ('爱喝', 'nr'), ('养乐多', 'l'), (' ', 'x'), ('太', 'd'), ('好听', 'v')]",0.12496107594944372,消极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,四川,2024-10-13 23:55,香菜饽饽里全是香菜 好学的忒甜 nayeon,"[('香菜', 'n'), ('饽饽', 'n'), ('里', 'f'), ('全', 'a'), ('香菜', 'n'), (' ', 'x'), ('好学', 'n'), ('忒', 'd'), ('甜', 'a'), (' ', 'x'), ('nayeon', 'eng')]",0.8133263769247993,积极
7425104623888895266,原神 芙宁娜生日快乐不如我让它们也给你做个造型如何,原神,浙江,2024-10-13 13:01,祁岸 好看绝绝绝,"[('祁岸', 'nr'), (' ', 'x'), ('好看', 'v'), ('绝绝', 'v')]",0.82010927735526,积极
7425245815997828363,霸王别姬,薛之谦,河北,2024-10-13 22:36,哥你自己唱一版好吗泣不成声泣不成声 跟谁唱都行 深深 惜君 靓颖都行的流泪流泪,"[('哥', 'n'), ('唱', 'v'), ('版', 'n'), ('泣不成声', 'i'), ('泣不成声', 'i'), (' ', 'x'), ('唱', 'v'), ('都行', 'n'), (' ', 'x'), ('深深', 'b'), (' ', 'x'), ('惜君', 'nr'), (' ', 'x'), ('靓颖', 'a'), ('都行', 'n'), ('流泪', 'n'), ('流泪', 'n')]",0.9999974114554816,积极
7425245815997828363,霸王别姬,薛之谦,山西,2024-10-14 08:36,哥 你的歌还是喜欢听你唱流泪,"[('哥', 'n'), (' ', 'x'), ('歌', 'n'), ('喜欢', 'v'), ('听', 'v'), ('唱', 'v'), ('流泪', 'n')]",0.9954431966580626,积极
7425245815997828363,霸王别姬,薛之谦,海南,2024-10-14 05:15,这助理水平很高赞666,"[('助理', 'vn'), ('水平', 'n'), ('高', 'a'), ('赞', 'v'), ('666', 'm')]",0.5111548024123338,积极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,浙江,2024-09-30 12:25,不现实的是什么 你没有钱 你只能租到隔断房 串串房 不好的房子 你上哪找便宜房子 只能找隔断啊 甲醛超标 只要是房子就存在甲醛 他出租房能给你用好的材料凭什么能合上成本吗 你自己装修的房子还有甲醛呢 没有甲醛的都是老式简约装修的 那样的租客又看不上哈哈哈哈 想要又便宜又好看的自己主动租甲醛房比心而且只要有告知义务了 并不犯法,"[('现实', 'n'), (' ', 'x'), ('钱', 'n'), (' ', 'x'), ('只能', 'v'), ('租到', 'v'), ('隔断', 'v'), ('房', 'n'), (' ', 'x'), ('串串', 'n'), ('房', 'n'), (' ', 'x'), ('不好', 'd'), ('房子', 'n'), (' ', 'x'), ('找', 'v'), ('便宜', 'a'), ('房子', 'n'), (' ', 'x'), ('只能', 'v'), ('找', 'v'), ('隔断', 'v'), (' ', 'x'), ('甲醛', 'nz'), ('超标', 'v'), (' ', 'x'), ('房子', 'n'), ('甲醛', 'nz'), (' ', 'x'), ('出租房', 'n'), ('材料', 'n'), ('能合', 'v'), ('成本', 'n'), (' ', 'x'), ('装修', 'v'), ('房子', 'n'), ('甲醛', 'nz'), (' ', 'x'), ('甲醛', 'nz'), ('老式', 'n'), ('简约', 'd'), ('装修', 'v'), (' ', 'x'), ('租客', 'n'), ('看不上', 'v'), ('哈哈哈哈', 'o'), (' ', 'x'), ('想要', 'v'), ('便宜', 'a'), ('好看', 'v'), ('主动', 'b'), ('租', 'v'), ('甲醛', 'nz'), ('房比', 'j'), ('心', 'n'), ('告知', 'v'), ('义务', 'n'), (' ', 'x'), ('犯法', 'vn')]",1.3071828064425972e-09,消极
7359369403386924303,"At this hearing I stand before my fellow members of The Tortured Poets Department with a summary of my findings
Album today
Fortnight music video tomorrow at 8pm et",Taylor Swift,辽宁,2024-09-06 13:05,加好友加好友加好友加好友玫瑰玫瑰玫瑰Taylor Swift SabrinaCarpenter 德国小姐姐韦玫霖,"[('加', 'v'), ('好友', 'n'), ('加', 'v'), ('好友', 'n'), ('加', 'v'), ('好友', 'n'), ('加', 'v'), ('好友', 'n'), ('玫瑰', 'n'), ('玫瑰', 'n'), ('玫瑰', 'n'), ('Taylor', 'eng'), (' ', 'x'), ('Swift', 'eng'), (' ', 'x'), ('SabrinaCarpenter', 'eng'), (' ', 'x'), ('德国', 'ns'), ('小姐姐', 'nr'), ('韦玫霖', 'nr')]",0.9999984551351434,积极
7425279805723069696,谢谢杭州我们上海见巡演日记 汪苏泷2024十万伏特巡回演唱会,汪苏泷,广东,2024-10-14 18:18,刷走了好多遍 反复确认,"[('刷走', 'v'), ('好多遍', 'm'), (' ', 'x'), ('反复', 'v'), ('确认', 'v')]",0.25523462521848106,消极
7425245815997828363,霸王别姬,薛之谦,山东,2024-10-14 07:24,悲伤大吗喽想发财版 好家伙助理门槛这么高吗,"[('悲伤', 'a'), ('想', 'v'), ('发财', 'v'), ('版', 'n'), (' ', 'x'), ('好家伙', 'e'), ('助理', 'vn'), ('门槛', 'n'), ('高', 'a')]",0.9237924644318689,积极
7425104623888895266,原神 芙宁娜生日快乐不如我让它们也给你做个造型如何,原神,陕西,2024-10-13 15:04,活着 这图好看流麻启动干饭人,"[('活着', 'v'), (' ', 'x'), ('图', 'n'), ('好看', 'v'), ('流麻', 'n'), ('启动', 'vn'), ('干饭', 'n')]",0.5636274995228542,积极
7425245815997828363,霸王别姬,薛之谦,安徽,2024-10-14 00:05,把头发留长 秋栗 助理好,"[('头发', 'n'), ('留长', 'v'), (' ', 'x'), ('秋栗', 'nr'), (' ', 'x'), ('助理', 'vn')]",0.047181016592211855,消极
7421137556600786214,10月份交付目标冲刺2万辆 在这里感谢车主们的体谅我们一定加快速度争取让大家早日开上梦想之车和雷军一起聊车,雷军,山西,2024-10-05 21:18,雷军我恨你我真的恨你 暑假买的k70Pro 现在电池三分钟掉一格充电孔还接触不灵 让我寄修或者去线下专卖店 寄修了我用什么 我只是一个大学生 我真的很想报警啊啊啊啊 我基本不打游戏这个手机就变成这样说着电量又掉了一个 今天晚上边充边和客服讲话 居然在掉电眼含热泪眼含热泪眼含热泪今天是我生日我恨你们 为什么没有一件好事发生 我怒了真的怒了我没惹你们任何人 我只是花钱线上买手机的可怜小女孩 我特么不要求多好 至少给我个电池正常的手机吧,"[('雷军', 'nr'), ('恨', 'v'), ('真的', 'd'), ('恨', 'v'), (' ', 'x'), ('暑假', 't'), ('买', 'v'), ('k70Pro', 'eng'), (' ', 'x'), ('电池', 'n'), ('三分钟', 'mq'), ('掉', 'v'), ('一格', 'n'), ('充电', 'v'), ('孔', 'n'), ('接触', 'v'), ('不灵', 'a'), (' ', 'x'), ('寄', 'v'), ('修', 'v'), ('线下', 'n'), ('专卖店', 'n'), (' ', 'x'), ('寄修', 'v'), (' ', 'x'), ('大学生', 'n'), (' ', 'x'), ('真的', 'd'), ('想', 'v'), ('报警', 'n'), ('啊啊啊', 'nr'), (' ', 'x'), ('打游戏', 'l'), ('手机', 'n'), ('说', 'v'), ('电量', 'n'), ('掉', 'v'), (' ', 'x'), ('晚上', 't'), ('边充边', 'nr'), ('客服', 'n'), ('讲话', 'n'), (' ', 'x'), ('掉', 'v'), ('电眼', 'n'), ('含', 'v'), ('热泪', 'n'), ('眼', 'n'), ('含', 'v'), ('热泪', 'n'), ('眼', 'n'), ('含', 'v'), ('热泪', 'n'), ('生日', 't'), ('恨', 'v'), (' ', 'x'), ('一件', 'm'), ('好事', 'n'), ('发生', 'v'), (' ', 'x'), ('怒', 'vg'), ('真的', 'd'), ('怒', 'vg'), ('惹', 'v'), ('任何人', 'r'), (' ', 'x'), ('花钱', 'n'), ('线', 'n'), ('买手机', 'n'), ('可怜', 'v'), ('小女孩', 'n'), (' ', 'x'), ('特么', 'd'), (' ', 'x'), ('至少', 'd'), ('我个', 'r'), ('电池', 'n'), ('手机', 'n')]",0.001147838834070103,消极
7420052940737596709,串串房到底该怎么维权租客知道是串串房后有多无奈可能都在我身上发生了这到底哪个部门来负责怎么防止串串房东继续租给下一家待我慢慢学习吧,B太,山东,2024-09-30 00:15,B哥一直很喜欢你之前去雨姐家是不是被逼的尬笑,"[('B', 'eng'), ('哥', 'ns'), ('喜欢', 'v'), ('雨', 'n'), ('姐家', 'n'), ('逼', 'v'), ('尬', 'x'), ('笑', 'v')]",0.9464130750632249,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,浙江,2024-10-04 20:52,这次没敢去看去年国庆档看的是热泪盈眶哭着看完因为那里面有我爷爷的影子我爷爷就是那里面的一员那时候他也才十几岁爷爷是抗美援朝老兵去世那年刚好90看电影的时候就想着我爷爷能一起看多好,"[('去年', 't'), ('国庆', 't'), ('档', 'n'), ('热泪盈眶', 'l'), ('哭', 'v'), ('完', 'v'), ('爷爷', 'n'), ('影子', 'n'), ('爷爷', 'n'), ('一员', 'm'), ('十几岁', 'm'), ('爷爷', 'n'), ('抗美援朝', 'j'), ('老兵', 'n'), ('去世', 't'), ('那年', 'r'), ('90', 'm'), ('电影', 'n'), ('想着', 'v'), ('爷爷', 'n')]",0.9999994268910548,积极
7420638381417221415,焦土上开满了鲜花我们会好好守护它电影志愿军存亡之战,Jason张杰,宁夏,2024-10-04 08:42,杰哥 今年能不能有空了也抖音直播呀 好想你流泪,"[('杰哥', 'nr'), (' ', 'x'), ('有空', 'vn'), ('抖', 'v'), ('音', 'n'), ('直播', 'vn'), (' ', 'x'), ('好想你', 'l'), ('流泪', 'n')]",0.08856467276597768,消极
7424745702070275343,我爸的要账之路看人间温暖与真实人性,龙腾虎跃（龙殿俊）10号10点东北农产品,山东,2024-10-12 14:38,这个小孩哥太有趣了 好喜欢捂脸,"[('小孩', 'n'), ('哥太', 'nr'), ('有趣', 'a'), (' ', 'x'), ('喜欢', 'v'), ('捂', 'v'), ('脸', 'n')]",0.18317595573595413,消极
